numJobs,name,stateAbbreviation,stateName,id,latitude,longitude,category_id
659,"San Antonio, TX",TX,Texas,1140494,29.42389,-98.49333,7
599,"Las Vegas, NV",NV,Nevada,1149603,36.175,-115.13639,7
595,"Houston, TX",TX,Texas,1140171,29.76306,-95.36306,7
480,"Chicago, IL",IL,Illinois,1128808,41.85,-87.65,7
456,"New York, NY",NY,New York,1132348,40.71417,-74.00639,7
414,"Phoenix, AZ",AZ,Arizona,1133904,33.44833,-112.07333,7
367,"Orlando, FL",FL,Florida,1154247,28.53806,-81.37944,7
354,"Dallas, TX",TX,Texas,1139977,32.78333,-96.8,7
337,"Austin, TX",TX,Texas,1139761,30.26694,-97.74278,7
316,"Jacksonville, FL",FL,Florida,1154093,30.33194,-81.65583,7
306,"Miami, FL",FL,Florida,1154170,25.77389,-80.19389,7
306,"Cincinnati, OH",OH,Ohio,1145705,39.16194,-84.45694,7
286,"Atlanta, GA",GA,Georgia,1155583,33.74889,-84.38806,7
282,"San Diego, CA",CA,California,1147311,32.71528,-117.15639,7
280,"San Francisco, CA",CA,California,1147401,37.775,-122.41833,7
272,"Los Angeles, CA",CA,California,1146821,34.05222,-118.24278,7
266,"Tucson, AZ",AZ,Arizona,1133996,32.22167,-110.92583,7
260,"Charlotte, NC",NC,North Carolina,1138644,35.22694,-80.84333,7
242,"Colorado Springs, CO",CO,Colorado,1148136,38.83389,-104.82083,7
239,"Columbus, OH",OH,Ohio,1145845,39.96111,-82.99889,7
237,"Scottsdale, AZ",AZ,Arizona,1133911,33.50917,-111.89833,7
232,"Omaha, NE",NE,Nebraska,1136440,41.25861,-95.9375,7
231,"Denver, CO",CO,Colorado,1148170,39.73917,-104.98417,7
225,"Louisville, KY",KY,Kentucky,1137724,38.25417,-85.75944,7
222,"Indianapolis, IN",IN,Indiana,1145013,39.76833,-86.15806,7
207,"Tampa, FL",FL,Florida,1154429,27.94722,-82.45861,7
201,"Virginia Beach, VA",VA,Virginia,1130324,36.85278,-75.97833,7
197,"Saint Louis, MO",MO,Missouri,1131270,38.636864,-90.28388,7
193,"Raleigh, NC",NC,North Carolina,1138960,35.77194,-78.63889,7
192,"Mesa, AZ",AZ,Arizona,1133897,33.42222,-111.82194,7
188,"Tulsa, OK",OK,Oklahoma,1137055,36.15389,-95.9925,7
181,"Pittsburgh, PA",PA,Pennsylvania,1152990,40.44056,-79.99611,7
181,"Fort Worth, TX",TX,Texas,1139993,32.72528,-97.32056,7
177,"Albuquerque, NM",NM,New Mexico,1137959,35.08444,-106.65056,7
176,"San Jose, CA",CA,California,1147436,37.33944,-121.89389,7
173,"Kansas City, MO",MO,Missouri,1131040,39.09972,-94.57833,7
170,"Knoxville, TN",TN,Tennessee,1144394,35.96056,-83.92083,7
170,"Aurora, CO",CO,Colorado,1148156,39.72944,-104.83139,7
166,"Nashville, TN",TN,Tennessee,1144541,36.16583,-86.78444,7
164,"Salt Lake City, UT",UT,Utah,1128289,40.76083,-111.89028,7
161,"Plano, TX",TX,Texas,1140045,33.01972,-96.69861,7
158,"Honolulu, HI",HI,Hawaii,1140656,21.30694,-157.85834,7
156,"Portland, OR",OR,Oregon,1151614,45.52361,-122.675,7
153,"Washington, DC",DC,District of Columbia,1138213,38.895,-77.03667,7
152,"Philadelphia, PA",PA,Pennsylvania,1152672,39.95222,-75.16417,7
