numJobs,name,stateAbbreviation,stateName,id,latitude,longitude,category_id
1995,"New York, NY",NY,New York,1132348,40.71417,-74.00639,15
1196,"Washington, DC",DC,District of Columbia,1138213,38.895,-77.03667,15
800,"Chicago, IL",IL,Illinois,1128808,41.85,-87.65,15
673,"Los Angeles, CA",CA,California,1146821,34.05222,-118.24278,15
651,"San Francisco, CA",CA,California,1147401,37.775,-122.41833,15
534,"Boston, MA",MA,Massachusetts,1154532,42.35833,-71.06028,15
522,"Atlanta, GA",GA,Georgia,1155583,33.74889,-84.38806,15
496,"Houston, TX",TX,Texas,1140171,29.76306,-95.36306,15
481,"Dallas, TX",TX,Texas,1139977,32.78333,-96.8,15
338,"Philadelphia, PA",PA,Pennsylvania,1152672,39.95222,-75.16417,15
322,"Denver, CO",CO,Colorado,1148170,39.73917,-104.98417,15
321,"Seattle, WA",WA,Washington,1150505,47.60639,-122.33083,15
274,"San Diego, CA",CA,California,1147311,32.71528,-117.15639,15
272,"Tampa, FL",FL,Florida,1154429,27.94722,-82.45861,15
264,"Pittsburgh, PA",PA,Pennsylvania,1152990,40.44056,-79.99611,15
264,"Phoenix, AZ",AZ,Arizona,1133904,33.44833,-112.07333,15
255,"Austin, TX",TX,Texas,1139761,30.26694,-97.74278,15
232,"Las Vegas, NV",NV,Nevada,1149603,36.175,-115.13639,15
229,"Miami, FL",FL,Florida,1154170,25.77389,-80.19389,15
201,"San Antonio, TX",TX,Texas,1140494,29.42389,-98.49333,15
196,"Minneapolis, MN",MN,Minnesota,1142551,44.98,-93.26361,15
195,"Indianapolis, IN",IN,Indiana,1145013,39.76833,-86.15806,15
194,"Saint Louis, MO",MO,Missouri,1131270,38.636864,-90.28388,15
185,"Jacksonville, FL",FL,Florida,1154093,30.33194,-81.65583,15
183,"Portland, OR",OR,Oregon,1151614,45.52361,-122.675,15
183,"San Jose, CA",CA,California,1147436,37.33944,-121.89389,15
177,"Charlotte, NC",NC,North Carolina,1138644,35.22694,-80.84333,15
