numJobs,name,stateAbbreviation,stateName,id,latitude,longitude,category_id
113,"New York, NY",NY,New York,1132348,40.71417,-74.00639,4
107,"Houston, TX",TX,Texas,1140171,29.76306,-95.36306,4
85,"Dallas, TX",TX,Texas,1139977,32.78333,-96.8,4
80,"Chicago, IL",IL,Illinois,1128808,41.85,-87.65,4
65,"Los Angeles, CA",CA,California,1146821,34.05222,-118.24278,4
63,"Austin, TX",TX,Texas,1139761,30.26694,-97.74278,4
62,"Atlanta, GA",GA,Georgia,1155583,33.74889,-84.38806,4
57,"Charlotte, NC",NC,North Carolina,1138644,35.22694,-80.84333,4
54,"San Francisco, CA",CA,California,1147401,37.775,-122.41833,4
53,"San Diego, CA",CA,California,1147311,32.71528,-117.15639,4
51,"Raleigh, NC",NC,North Carolina,1138960,35.77194,-78.63889,4
51,"Portland, OR",OR,Oregon,1151614,45.52361,-122.675,4
50,"Phoenix, AZ",AZ,Arizona,1133904,33.44833,-112.07333,4
49,"Pittsburgh, PA",PA,Pennsylvania,1152990,40.44056,-79.99611,4
48,"Baltimore, MD",MD,Maryland,1153527,39.29028,-76.6125,4
48,"San Antonio, TX",TX,Texas,1140494,29.42389,-98.49333,4
47,"Columbus, OH",OH,Ohio,1145845,39.96111,-82.99889,4
46,"Orlando, FL",FL,Florida,1154247,28.53806,-81.37944,4
45,"Boston, MA",MA,Massachusetts,1154532,42.35833,-71.06028,4
44,"Seattle, WA",WA,Washington,1150505,47.60639,-122.33083,4
44,"Washington, DC",DC,District of Columbia,1138213,38.895,-77.03667,4
42,"Cincinnati, OH",OH,Ohio,1145705,39.16194,-84.45694,4
41,"Omaha, NE",NE,Nebraska,1136440,41.25861,-95.9375,4
39,"Indianapolis, IN",IN,Indiana,1145013,39.76833,-86.15806,4
39,"Denver, CO",CO,Colorado,1148170,39.73917,-104.98417,4
38,"Philadelphia, PA",PA,Pennsylvania,1152672,39.95222,-75.16417,4
37,"Saint Louis, MO",MO,Missouri,1131270,38.636864,-90.28388,4
33,"Huntsville, AL",AL,Alabama,1127653,34.73028,-86.58611,4
33,"Salt Lake City, UT",UT,Utah,1128289,40.76083,-111.89028,4
33,"Schaumburg, IL",IL,Illinois,1128969,42.03333,-88.08333,4
33,"Irvine, CA",CA,California,1146798,33.66944,-117.82222,4
32,"San Jose, CA",CA,California,1147436,37.33944,-121.89389,4
32,"Minneapolis, MN",MN,Minnesota,1142551,44.98,-93.26361,4
31,"Nashville, TN",TN,Tennessee,1144541,36.16583,-86.78444,4
31,"Tampa, FL",FL,Florida,1154429,27.94722,-82.45861,4
30,"Fort Worth, TX",TX,Texas,1139993,32.72528,-97.32056,4
30,"Birmingham, AL",AL,Alabama,1127429,33.52056,-86.8025,4
29,"Miami, FL",FL,Florida,1154170,25.77389,-80.19389,4
28,"Sacramento, CA",CA,California,1147229,38.58167,-121.49333,4
27,"Kansas City, MO",MO,Missouri,1131040,39.09972,-94.57833,4
26,"Greenville, SC",SC,South Carolina,1155193,34.8525,-82.39417,4
25,"Jacksonville, FL",FL,Florida,1154093,30.33194,-81.65583,4
23,"Plano, TX",TX,Texas,1140045,33.01972,-96.69861,4
23,"Richmond, VA",VA,Virginia,1130198,37.55361,-77.46056,4
23,"Oklahoma City, OK",OK,Oklahoma,1136950,35.4675,-97.51611,4
23,"Cleveland, OH",OH,Ohio,1145778,41.49944,-81.69556,4
22,"Las Vegas, NV",NV,Nevada,1149603,36.175,-115.13639,4
22,"Memphis, TN",TN,Tennessee,1144463,35.14944,-90.04889,4
22,"Columbia, SC",SC,South Carolina,1155132,34.00056,-81.035,4
22,"Madison, WI",WI,Wisconsin,1133470,43.07306,-89.40111,4
21,"Charleston, SC",SC,South Carolina,1155074,32.77639,-79.93111,4
20,"Louisville, KY",KY,Kentucky,1137724,38.25417,-85.75944,4
20,"Overland Park, KS",KS,Kansas,1151049,38.98222,-94.67056,4
19,"Bellevue, WA",WA,Washington,1150442,47.61056,-122.19944,4
19,"Alpharetta, GA",GA,Georgia,1155582,34.07528,-84.29417,4
18,"Greensboro, NC",NC,North Carolina,1138755,36.0725,-79.79222,4
18,"Grand Rapids, MI",MI,Michigan,1134796,42.96333,-85.66806,4
18,"Saint Paul, MN",MN,Minnesota,1142575,44.94444,-93.09306,4
17,"Baton Rouge, LA",LA,Louisiana,1149789,30.45056,-91.15444,4
17,"Fresno, CA",CA,California,1146705,36.74778,-119.77139,4
16,"Albany, NY",NY,New York,1131650,42.6525,-73.75667,4
15,"Des Moines, IA",IA,Iowa,1149246,41.60056,-93.60889,4
15,"Milwaukee, WI",WI,Wisconsin,1133579,43.03889,-87.90639,4
15,"Littleton, CO",CO,Colorado,1148194,39.61333,-105.01611,4
14,"Lincoln, NE",NE,Nebraska,1136371,40.8,-96.66667,4
