numJobs,name,stateAbbreviation,stateName,id,latitude,longitude,category_id
754,"New York, NY",NY,New York,1132348,40.71417,-74.00639,6
589,"Houston, TX",TX,Texas,1140171,29.76306,-95.36306,6
571,"Chicago, IL",IL,Illinois,1128808,41.85,-87.65,6
426,"San Francisco, CA",CA,California,1147401,37.775,-122.41833,6
419,"Dallas, TX",TX,Texas,1139977,32.78333,-96.8,6
417,"Phoenix, AZ",AZ,Arizona,1133904,33.44833,-112.07333,6
378,"Los Angeles, CA",CA,California,1146821,34.05222,-118.24278,6
342,"Pittsburgh, PA",PA,Pennsylvania,1152990,40.44056,-79.99611,6
308,"Austin, TX",TX,Texas,1139761,30.26694,-97.74278,6
301,"Columbus, OH",OH,Ohio,1145845,39.96111,-82.99889,6
286,"Birmingham, AL",AL,Alabama,1127429,33.52056,-86.8025,6
284,"Cincinnati, OH",OH,Ohio,1145705,39.16194,-84.45694,6
271,"Atlanta, GA",GA,Georgia,1155583,33.74889,-84.38806,6
262,"Seattle, WA",WA,Washington,1150505,47.60639,-122.33083,6
254,"San Diego, CA",CA,California,1147311,32.71528,-117.15639,6
252,"Philadelphia, PA",PA,Pennsylvania,1152672,39.95222,-75.16417,6
247,"Tampa, FL",FL,Florida,1154429,27.94722,-82.45861,6
247,"Indianapolis, IN",IN,Indiana,1145013,39.76833,-86.15806,6
245,"Denver, CO",CO,Colorado,1148170,39.73917,-104.98417,6
239,"San Antonio, TX",TX,Texas,1140494,29.42389,-98.49333,6
230,"Portland, OR",OR,Oregon,1151614,45.52361,-122.675,6
218,"San Jose, CA",CA,California,1147436,37.33944,-121.89389,6
216,"Minneapolis, MN",MN,Minnesota,1142551,44.98,-93.26361,6
215,"Miami, FL",FL,Florida,1154170,25.77389,-80.19389,6
214,"Buffalo, NY",NY,New York,1131850,42.88639,-78.87861,6
204,"Omaha, NE",NE,Nebraska,1136440,41.25861,-95.9375,6
202,"Las Vegas, NV",NV,Nevada,1149603,36.175,-115.13639,6
191,"Boston, MA",MA,Massachusetts,1154532,42.35833,-71.06028,6
189,"Charlotte, NC",NC,North Carolina,1138644,35.22694,-80.84333,6
188,"Scottsdale, AZ",AZ,Arizona,1133911,33.50917,-111.89833,6
177,"Louisville, KY",KY,Kentucky,1137724,38.25417,-85.75944,6
171,"Cleveland, OH",OH,Ohio,1145778,41.49944,-81.69556,6
170,"Salt Lake City, UT",UT,Utah,1128289,40.76083,-111.89028,6
160,"Nashville, TN",TN,Tennessee,1144541,36.16583,-86.78444,6
159,"Honolulu, HI",HI,Hawaii,1140656,21.30694,-157.85834,6
155,"Saint Louis, MO",MO,Missouri,1131270,38.636864,-90.28388,6
151,"Jacksonville, FL",FL,Florida,1154093,30.33194,-81.65583,6
149,"Sacramento, CA",CA,California,1147229,38.58167,-121.49333,6
138,"Washington, DC",DC,District of Columbia,1138213,38.895,-77.03667,6
132,"Irvine, CA",CA,California,1146798,33.66944,-117.82222,6
132,"Irving, TX",TX,Texas,1140006,32.81389,-96.94861,6
130,"Tucson, AZ",AZ,Arizona,1133996,32.22167,-110.92583,6
125,"Brooklyn, NY",NY,New York,1132200,40.65,-73.95,6
121,"Fort Worth, TX",TX,Texas,1139993,32.72528,-97.32056,6
115,"Baltimore, MD",MD,Maryland,1153527,39.29028,-76.6125,6
112,"Kansas City, MO",MO,Missouri,1131040,39.09972,-94.57833,6
111,"Albuquerque, NM",NM,New Mexico,1137959,35.08444,-106.65056,6
110,"Milwaukee, WI",WI,Wisconsin,1133579,43.03889,-87.90639,6
109,"Orlando, FL",FL,Florida,1154247,28.53806,-81.37944,6
108,"Tempe, AZ",AZ,Arizona,1133917,33.41472,-111.90861,6
107,"Plano, TX",TX,Texas,1140045,33.01972,-96.69861,6
103,"Oklahoma City, OK",OK,Oklahoma,1136950,35.4675,-97.51611,6
103,"Richardson, TX",TX,Texas,1140053,32.94806,-96.72944,6
98,"Overland Park, KS",KS,Kansas,1151049,38.98222,-94.67056,6
97,"Albany, NY",NY,New York,1131650,42.6525,-73.75667,6
94,"Rochester, NY",NY,New York,1132765,43.15472,-77.61583,6
92,"Richmond, VA",VA,Virginia,1130198,37.55361,-77.46056,6
89,"Raleigh, NC",NC,North Carolina,1138960,35.77194,-78.63889,6
88,"Grand Rapids, MI",MI,Michigan,1134796,42.96333,-85.66806,6
87,"Toledo, OH",OH,Ohio,1146248,41.66389,-83.55528,6
86,"Des Moines, IA",IA,Iowa,1149246,41.60056,-93.60889,6
86,"Ann Arbor, MI",MI,Michigan,1134560,42.27083,-83.72639,6
85,"Tulsa, OK",OK,Oklahoma,1137055,36.15389,-95.9925,6
85,"Madison, WI",WI,Wisconsin,1133470,43.07306,-89.40111,6
78,"Mesa, AZ",AZ,Arizona,1133897,33.42222,-111.82194,6
78,"Hartford, CT",CT,Connecticut,1148399,41.76361,-72.68556,6
77,"Troy, MI",MI,Michigan,1134737,42.60556,-83.15,6
76,"Memphis, TN",TN,Tennessee,1144463,35.14944,-90.04889,6
76,"Orange, CA",CA,California,1146843,33.78778,-117.85222,6
76,"Green Bay, WI",WI,Wisconsin,1133406,44.51917,-88.01972,6
75,"Oakland, CA",CA,California,1147380,37.80444,-122.26972,6
74,"Bronx, NY",NY,New York,1132197,40.85,-73.86667,6
73,"Sarasota, FL",FL,Florida,1154350,27.33611,-82.53083,6
73,"Schaumburg, IL",IL,Illinois,1128969,42.03333,-88.08333,6
73,"Colorado Springs, CO",CO,Colorado,1148136,38.83389,-104.82083,6
72,"Wilmington, DE",DE,Delaware,1156375,39.74583,-75.54694,6
71,"Detroit, MI",MI,Michigan,1134644,42.33139,-83.04583,6
70,"Alpharetta, GA",GA,Georgia,1155582,34.07528,-84.29417,6
68,"Bellevue, WA",WA,Washington,1150442,47.61056,-122.19944,6
67,"Fresno, CA",CA,California,1146705,36.74778,-119.77139,6
66,"Lake Mary, FL",FL,Florida,1154234,28.75861,-81.31806,6
66,"Anchorage, AK",AK,Alaska,1134201,61.21806,-149.90028,6
65,"Roseville, CA",CA,California,1147226,38.75222,-121.28694,6
64,"Vancouver, WA",WA,Washington,1150413,45.63889,-122.66028,6
63,"Akron, OH",OH,Ohio,1145529,41.08139,-81.51917,6
61,"Dayton, OH",OH,Ohio,1145937,39.75889,-84.19167,6
61,"Santa Rosa, CA",CA,California,1147518,38.44056,-122.71333,6
60,"Boise, ID",ID,Idaho,1127927,43.61361,-116.2025,6
60,"San Mateo, CA",CA,California,1147406,37.56306,-122.32444,6
59,"Naperville, IL",IL,Illinois,1128928,41.78583,-88.14722,6
59,"Arlington, VA",VA,Virginia,1130337,38.89028,-77.08444,6
59,"Urbandale, IA",IA,Iowa,1149281,41.62667,-93.71194,6
59,"Spokane, WA",WA,Washington,1150554,47.65889,-117.425,6
59,"Syracuse, NY",NY,New York,1132872,43.04806,-76.14778,6
58,"Anaheim, CA",CA,California,1146743,33.83528,-117.91361,6
58,"Tacoma, WA",WA,Washington,1150517,47.25306,-122.44306,6
58,"Torrance, CA",CA,California,1146894,33.83583,-118.33972,6
57,"Knoxville, TN",TN,Tennessee,1144394,35.96056,-83.92083,6
57,"Fort Lauderdale, FL",FL,Florida,1154160,26.12194,-80.14361,6
57,"Columbia, SC",SC,South Carolina,1155132,34.00056,-81.035,6
56,"Bloomington, MN",MN,Minnesota,1162257,44.84083,-93.29806,6
56,"Charleston, SC",SC,South Carolina,1155074,32.77639,-79.93111,6
56,"Saint Paul, MN",MN,Minnesota,1142575,44.94444,-93.09306,6
56,"Aurora, CO",CO,Colorado,1148156,39.72944,-104.83139,6
55,"West Palm Beach, FL",FL,Florida,1154182,26.715,-80.05361,6
55,"Baton Rouge, LA",LA,Louisiana,1149789,30.45056,-91.15444,6
54,"Saint Petersburg, FL",FL,Florida,1154421,27.77056,-82.67944,6
54,"Henderson, NV",NV,Nevada,1149600,36.03972,-114.98111,6
54,"Lexington-Fayette, KY",KY,Kentucky,3749474,38.04972,-84.45861,6
53,"Kalamazoo, MI",MI,Michigan,1134900,42.29167,-85.58722,6
53,"Glendale, CA",CA,California,1146787,34.1425,-118.25417,6
53,"Staten Island, NY",NY,New York,1132430,40.58901,-74.145874,6
52,"Nashua, NH",NH,New Hampshire,1147911,42.76528,-71.46806,6
51,"Santa Monica, CA",CA,California,1146873,34.01944,-118.49028,6
51,"McAllen, TX",TX,Texas,1140353,26.20306,-98.22972,6
51,"Durham, NC",NC,North Carolina,1138697,35.99389,-78.89889,6
51,"New Orleans, LA",LA,Louisiana,1150035,29.95444,-90.075,6
50,"Little Rock, AR",AR,Arkansas,1143190,34.74639,-92.28944,6
50,"Boca Raton, FL",FL,Florida,1154153,26.35833,-80.08333,6
50,"Eugene, OR",OR,Oregon,1151469,44.05222,-123.08556,6
50,"Fort Wayne, IN",IN,Indiana,1144939,41.13056,-85.12889,6
50,"Virginia Beach, VA",VA,Virginia,1130324,36.85278,-75.97833,6
50,"Erie, PA",PA,Pennsylvania,1152139,42.12917,-80.08528,6
50,"Greenville, SC",SC,South Carolina,1155193,34.8525,-82.39417,6
49,"Clearwater, FL",FL,Florida,1154388,27.96556,-82.80028,6
49,"Medford, OR",OR,Oregon,1151534,42.32667,-122.87444,6
49,"Long Beach, CA",CA,California,1146819,33.76694,-118.18833,6
49,"Pasadena, CA",CA,California,1146850,34.14778,-118.14361,6
49,"Alexandria, VA",VA,Virginia,1130334,38.79755,-77.08908,6
49,"Woodland Hills, CA",CA,California,1146915,34.16833,-118.605,6
49,"Englewood, CO",CO,Colorado,1148176,39.64778,-104.98722,6
48,"Franklin, TN",TN,Tennessee,1144518,35.925,-86.86889,6
48,"Hot Springs, AR",AR,Arkansas,1162464,34.50361,-93.055,6
48,"Warwick, RI",RI,Rhode Island,1151302,41.7,-71.41667,6
48,"Carmel, IN",IN,Indiana,1144991,39.97833,-86.11806,6
47,"Boulder, CO",CO,Colorado,1148112,40.015,-105.27,6
46,"Lincoln, NE",NE,Nebraska,1136371,40.8,-96.66667,6
46,"Providence, RI",RI,Rhode Island,1151289,41.82389,-71.41333,6
46,"Newport Beach, CA",CA,California,1146837,33.61889,-117.92806,6
46,"Arlington, TX",TX,Texas,1139951,32.73556,-97.10778,6
46,"Santa Clara, CA",CA,California,1147439,37.35417,-121.95417,6
46,"Chandler, AZ",AZ,Arizona,1133878,33.30611,-111.84056,6
45,"McLean, VA",VA,Virginia,1158535,38.93417,-77.17778,6
45,"Walnut Creek, CA",CA,California,1147417,37.90639,-122.06389,6
45,"San Ramon, CA",CA,California,1147410,37.78,-121.97694,6
44,"Naples, FL",FL,Florida,1154189,26.14167,-81.795,6
44,"Springfield, MO",MO,Missouri,1131348,37.21528,-93.29806,6
44,"Everett, WA",WA,Washington,1150458,47.97917,-122.20083,6
44,"Savannah, GA",GA,Georgia,1155906,32.08333,-81.1,6
43,"Wichita, KS",KS,Kansas,1151230,37.69222,-97.33722,6
43,"Columbia, MO",MO,Missouri,1130886,38.95167,-92.33389,6
43,"Fremont, CA",CA,California,1147355,37.54833,-121.9875,6
43,"Concord, CA",CA,California,1147340,37.97806,-122.03,6
43,"Fort Collins, CO",CO,Colorado,1148233,40.58528,-105.08389,6
42,"Columbia, MD",MD,Maryland,1153546,39.24028,-76.83972,6
42,"Costa Mesa, CA",CA,California,1146769,33.64111,-117.91778,6
41,"El Paso, TX",TX,Texas,1140105,31.75861,-106.48639,6
41,"Modesto, CA",CA,California,1146953,37.63917,-120.99583,6
41,"Sioux Falls, SD",SD,South Dakota,1141041,43.55,-96.7,6
41,"Appleton, WI",WI,Wisconsin,1133289,44.26194,-88.41528,6
41,"Westminster, CO",CO,Colorado,1148207,39.83667,-105.03667,6
40,"Rockville, MD",MD,Maryland,1153899,39.08389,-77.15306,6
40,"Jersey City, NJ",NJ,New Jersey,1126819,40.72806,-74.07806,6
40,"Southfield, MI",MI,Michigan,1134732,42.47333,-83.22194,6
40,"Hamilton, NJ",NJ,New Jersey,1157536,40.20694,-74.08167,6
40,"Lynnwood, WA",WA,Washington,1150479,47.82111,-122.31389,6
39,"Brea, CA",CA,California,1146754,33.91667,-117.89917,6
39,"Flushing, NY",NY,New York,1132249,40.750717,-73.83395,6
39,"Metairie, LA",LA,Louisiana,1150033,29.98389,-90.15278,6
