numJobs,name,stateAbbreviation,stateName,id,latitude,longitude,category_id
2619,"New York, NY",NY,New York,1132348,40.71417,-74.00639,10
2038,"San Diego, CA",CA,California,1147311,32.71528,-117.15639,10
2012,"Houston, TX",TX,Texas,1140171,29.76306,-95.36306,10
1916,"Chicago, IL",IL,Illinois,1128808,41.85,-87.65,10
1740,"San Francisco, CA",CA,California,1147401,37.775,-122.41833,10
1682,"Santa Clara, CA",CA,California,1147439,37.35417,-121.95417,10
1639,"San Jose, CA",CA,California,1147436,37.33944,-121.89389,10
1554,"Atlanta, GA",GA,Georgia,1155583,33.74889,-84.38806,10
1506,"Washington, DC",DC,District of Columbia,1138213,38.895,-77.03667,10
1474,"Seattle, WA",WA,Washington,1150505,47.60639,-122.33083,10
1398,"Austin, TX",TX,Texas,1139761,30.26694,-97.74278,10
1314,"Dallas, TX",TX,Texas,1139977,32.78333,-96.8,10
1262,"Los Angeles, CA",CA,California,1146821,34.05222,-118.24278,10
1168,"Phoenix, AZ",AZ,Arizona,1133904,33.44833,-112.07333,10
1081,"Boston, MA",MA,Massachusetts,1154532,42.35833,-71.06028,10
1001,"Orlando, FL",FL,Florida,1154247,28.53806,-81.37944,10
966,"Charlotte, NC",NC,North Carolina,1138644,35.22694,-80.84333,10
926,"Denver, CO",CO,Colorado,1148170,39.73917,-104.98417,10
884,"Philadelphia, PA",PA,Pennsylvania,1152672,39.95222,-75.16417,10
883,"Auburn Hills, MI",MI,Michigan,1134622,42.6875,-83.23417,10
822,"Indianapolis, IN",IN,Indiana,1145013,39.76833,-86.15806,10
784,"Minneapolis, MN",MN,Minnesota,1142551,44.98,-93.26361,10
773,"Irvine, CA",CA,California,1146798,33.66944,-117.82222,10
767,"Sunnyvale, CA",CA,California,1147442,37.36889,-122.03528,10
734,"San Antonio, TX",TX,Texas,1140494,29.42389,-98.49333,10
723,"Cincinnati, OH",OH,Ohio,1145705,39.16194,-84.45694,10
697,"Saint Louis, MO",MO,Missouri,1131270,38.636864,-90.28388,10
679,"Raleigh, NC",NC,North Carolina,1138960,35.77194,-78.63889,10
675,"Columbus, OH",OH,Ohio,1145845,39.96111,-82.99889,10
655,"Baltimore, MD",MD,Maryland,1153527,39.29028,-76.6125,10
645,"Tampa, FL",FL,Florida,1154429,27.94722,-82.45861,10
608,"Pittsburgh, PA",PA,Pennsylvania,1152990,40.44056,-79.99611,10
582,"Portland, OR",OR,Oregon,1151614,45.52361,-122.675,10
572,"Huntsville, AL",AL,Alabama,1127653,34.73028,-86.58611,10
566,"Hillsboro, OR",OR,Oregon,1151603,45.52306,-122.98861,10
561,"Detroit, MI",MI,Michigan,1134644,42.33139,-83.04583,10
555,"Arlington, VA",VA,Virginia,1130337,38.89028,-77.08444,10
552,"Jacksonville, FL",FL,Florida,1154093,30.33194,-81.65583,10
546,"Nashville, TN",TN,Tennessee,1144541,36.16583,-86.78444,10
541,"Fort Worth, TX",TX,Texas,1139993,32.72528,-97.32056,10
541,"Milwaukee, WI",WI,Wisconsin,1133579,43.03889,-87.90639,10
531,"Salt Lake City, UT",UT,Utah,1128289,40.76083,-111.89028,10
531,"Cleveland, OH",OH,Ohio,1145778,41.49944,-81.69556,10
504,"Melbourne, FL",FL,Florida,1154286,28.08333,-80.60833,10
499,"Sacramento, CA",CA,California,1147229,38.58167,-121.49333,10
486,"Kansas City, MO",MO,Missouri,1131040,39.09972,-94.57833,10
467,"Redmond, WA",WA,Washington,1150499,47.67417,-122.12028,10
455,"Miami, FL",FL,Florida,1154170,25.77389,-80.19389,10
452,"Louisville, KY",KY,Kentucky,1137724,38.25417,-85.75944,10
426,"Rochester, NY",NY,New York,1132765,43.15472,-77.61583,10
421,"Richmond, VA",VA,Virginia,1130198,37.55361,-77.46056,10
419,"Las Vegas, NV",NV,Nevada,1149603,36.175,-115.13639,10
411,"Dearborn, MI",MI,Michigan,1134642,42.32222,-83.17639,10
400,"Colorado Springs, CO",CO,Colorado,1148136,38.83389,-104.82083,10
386,"Annapolis Junction, MD",MD,Maryland,1153524,39.121613,-76.79043,10
381,"Palo Alto, CA",CA,California,1147434,37.44194,-122.14194,10
381,"Tucson, AZ",AZ,Arizona,1133996,32.22167,-110.92583,10
376,"Memphis, TN",TN,Tennessee,1144463,35.14944,-90.04889,10
376,"Fremont, CA",CA,California,1147355,37.54833,-121.9875,10
370,"Oklahoma City, OK",OK,Oklahoma,1136950,35.4675,-97.51611,10
365,"Reston, VA",VA,Virginia,1130404,38.96861,-77.34139,10
364,"Herndon, VA",VA,Virginia,1130374,38.96944,-77.38639,10
360,"Chantilly, VA",VA,Virginia,1130353,38.89417,-77.43139,10
353,"Troy, MI",MI,Michigan,1134737,42.60556,-83.15,10
352,"Warren, MI",MI,Michigan,1134741,42.4775,-83.02778,10
346,"Tulsa, OK",OK,Oklahoma,1137055,36.15389,-95.9925,10
343,"Omaha, NE",NE,Nebraska,1136440,41.25861,-95.9375,10
338,"Birmingham, AL",AL,Alabama,1127429,33.52056,-86.8025,10
324,"Grand Rapids, MI",MI,Michigan,1134796,42.96333,-85.66806,10
322,"Cambridge, MA",MA,Massachusetts,1154545,42.375,-71.10611,10
