numJobs,name,stateAbbreviation,stateName,id,latitude,longitude,category_id
306,"New York, NY",NY,New York,1132348,40.71417,-74.00639,30
233,"Houston, TX",TX,Texas,1140171,29.76306,-95.36306,30
189,"Chicago, IL",IL,Illinois,1128808,41.85,-87.65,30
169,"Dallas, TX",TX,Texas,1139977,32.78333,-96.8,30
169,"Minneapolis, MN",MN,Minnesota,1142551,44.98,-93.26361,30
168,"Orlando, FL",FL,Florida,1154247,28.53806,-81.37944,30
165,"San Francisco, CA",CA,California,1147401,37.775,-122.41833,30
150,"Austin, TX",TX,Texas,1139761,30.26694,-97.74278,30
125,"Las Vegas, NV",NV,Nevada,1149603,36.175,-115.13639,30
123,"Seattle, WA",WA,Washington,1150505,47.60639,-122.33083,30
118,"Atlanta, GA",GA,Georgia,1155583,33.74889,-84.38806,30
117,"Los Angeles, CA",CA,California,1146821,34.05222,-118.24278,30
113,"Raleigh, NC",NC,North Carolina,1138960,35.77194,-78.63889,30
111,"Washington, DC",DC,District of Columbia,1138213,38.895,-77.03667,30
110,"Boston, MA",MA,Massachusetts,1154532,42.35833,-71.06028,30
109,"San Diego, CA",CA,California,1147311,32.71528,-117.15639,30
104,"San Antonio, TX",TX,Texas,1140494,29.42389,-98.49333,30
103,"Miami, FL",FL,Florida,1154170,25.77389,-80.19389,30
101,"Philadelphia, PA",PA,Pennsylvania,1152672,39.95222,-75.16417,30
99,"Omaha, NE",NE,Nebraska,1136440,41.25861,-95.9375,30
94,"San Jose, CA",CA,California,1147436,37.33944,-121.89389,30
93,"Phoenix, AZ",AZ,Arizona,1133904,33.44833,-112.07333,30
91,"Denver, CO",CO,Colorado,1148170,39.73917,-104.98417,30
82,"Tampa, FL",FL,Florida,1154429,27.94722,-82.45861,30
82,"Charlotte, NC",NC,North Carolina,1138644,35.22694,-80.84333,30
77,"Indianapolis, IN",IN,Indiana,1145013,39.76833,-86.15806,30
67,"Sacramento, CA",CA,California,1147229,38.58167,-121.49333,30
65,"Richmond, VA",VA,Virginia,1130198,37.55361,-77.46056,30
65,"Brooklyn, NY",NY,New York,1132200,40.65,-73.95,30
63,"Portland, OR",OR,Oregon,1151614,45.52361,-122.675,30
58,"Baltimore, MD",MD,Maryland,1153527,39.29028,-76.6125,30
56,"Knoxville, TN",TN,Tennessee,1144394,35.96056,-83.92083,30
56,"Cincinnati, OH",OH,Ohio,1145705,39.16194,-84.45694,30
56,"Fort Worth, TX",TX,Texas,1139993,32.72528,-97.32056,30
55,"Louisville, KY",KY,Kentucky,1137724,38.25417,-85.75944,30
55,"Gallup, NM",NM,New Mexico,1138063,35.52806,-108.74194,30
55,"Kansas City, MO",MO,Missouri,1131040,39.09972,-94.57833,30
54,"Milwaukee, WI",WI,Wisconsin,1133579,43.03889,-87.90639,30
52,"Memphis, TN",TN,Tennessee,1144463,35.14944,-90.04889,30
52,"Albuquerque, NM",NM,New Mexico,1137959,35.08444,-106.65056,30
50,"Pittsburgh, PA",PA,Pennsylvania,1152990,40.44056,-79.99611,30
49,"Bronx, NY",NY,New York,1132197,40.85,-73.86667,30
48,"Jacksonville, FL",FL,Florida,1154093,30.33194,-81.65583,30
47,"Fairfax, VA",VA,Virginia,1130359,38.84611,-77.30667,30
47,"Charleston, SC",SC,South Carolina,1155074,32.77639,-79.93111,30
46,"Saint Louis, MO",MO,Missouri,1131270,38.636864,-90.28388,30
46,"Tucson, AZ",AZ,Arizona,1133996,32.22167,-110.92583,30
45,"Fresno, CA",CA,California,1146705,36.74778,-119.77139,30
43,"Columbus, OH",OH,Ohio,1145845,39.96111,-82.99889,30
43,"Virginia Beach, VA",VA,Virginia,1130324,36.85278,-75.97833,30
43,"Greensboro, NC",NC,North Carolina,1138755,36.0725,-79.79222,30
43,"Hartford, CT",CT,Connecticut,1148399,41.76361,-72.68556,30
42,"Irvine, CA",CA,California,1146798,33.66944,-117.82222,30
42,"Aurora, CO",CO,Colorado,1148156,39.72944,-104.83139,30
41,"Grand Rapids, MI",MI,Michigan,1134796,42.96333,-85.66806,30
41,"Honolulu, HI",HI,Hawaii,1140656,21.30694,-157.85834,30
40,"Nashville, TN",TN,Tennessee,1144541,36.16583,-86.78444,30
40,"Birmingham, AL",AL,Alabama,1127429,33.52056,-86.8025,30
40,"Alexandria, VA",VA,Virginia,1130334,38.79755,-77.08908,30
39,"Sarasota, FL",FL,Florida,1154350,27.33611,-82.53083,30
39,"Wilmington, NC",NC,North Carolina,1139117,34.22556,-77.945,30
39,"Colorado Springs, CO",CO,Colorado,1148136,38.83389,-104.82083,30
38,"Salt Lake City, UT",UT,Utah,1128289,40.76083,-111.89028,30
38,"Cleveland, OH",OH,Ohio,1145778,41.49944,-81.69556,30
38,"Bellevue, WA",WA,Washington,1150442,47.61056,-122.19944,30
37,"Oklahoma City, OK",OK,Oklahoma,1136950,35.4675,-97.51611,30
37,"Carlsbad, CA",CA,California,1147279,33.15806,-117.34972,30
36,"Cambridge, MA",MA,Massachusetts,1154545,42.375,-71.10611,30
36,"Oakland, CA",CA,California,1147380,37.80444,-122.26972,30
34,"Durham, NC",NC,North Carolina,1138697,35.99389,-78.89889,30
33,"Bethesda, MD",MD,Maryland,1153817,38.98056,-77.10056,30
33,"Rochester, NY",NY,New York,1132765,43.15472,-77.61583,30
32,"Newport Beach, CA",CA,California,1146837,33.61889,-117.92806,30
32,"Arlington, VA",VA,Virginia,1130337,38.89028,-77.08444,30
32,"University Park, PA",PA,Pennsylvania,1165673,40.80194,-77.85667,30
31,"Flint, MI",MI,Michigan,1134766,43.0125,-83.6875,30
30,"Rockville, MD",MD,Maryland,1153899,39.08389,-77.15306,30
30,"Beaverton, OR",OR,Oregon,1151576,45.48722,-122.8025,30
