numJobs,name,stateAbbreviation,stateName,id,latitude,longitude,category_id
4628,"New York, NY",NY,New York,1132348,40.71417,-74.00639,13
2852,"Chicago, IL",IL,Illinois,1128808,41.85,-87.65,13
2037,"San Francisco, CA",CA,California,1147401,37.775,-122.41833,13
1790,"Houston, TX",TX,Texas,1140171,29.76306,-95.36306,13
1692,"Washington, DC",DC,District of Columbia,1138213,38.895,-77.03667,13
1690,"Atlanta, GA",GA,Georgia,1155583,33.74889,-84.38806,13
1675,"Dallas, TX",TX,Texas,1139977,32.78333,-96.8,13
1628,"Los Angeles, CA",CA,California,1146821,34.05222,-118.24278,13
1533,"Boston, MA",MA,Massachusetts,1154532,42.35833,-71.06028,13
1494,"Seattle, WA",WA,Washington,1150505,47.60639,-122.33083,13
1224,"Phoenix, AZ",AZ,Arizona,1133904,33.44833,-112.07333,13
1114,"Austin, TX",TX,Texas,1139761,30.26694,-97.74278,13
1041,"Philadelphia, PA",PA,Pennsylvania,1152672,39.95222,-75.16417,13
1036,"San Diego, CA",CA,California,1147311,32.71528,-117.15639,13
939,"Charlotte, NC",NC,North Carolina,1138644,35.22694,-80.84333,13
930,"Indianapolis, IN",IN,Indiana,1145013,39.76833,-86.15806,13
929,"San Antonio, TX",TX,Texas,1140494,29.42389,-98.49333,13
905,"Denver, CO",CO,Colorado,1148170,39.73917,-104.98417,13
842,"Pittsburgh, PA",PA,Pennsylvania,1152990,40.44056,-79.99611,13
813,"Tampa, FL",FL,Florida,1154429,27.94722,-82.45861,13
791,"San Jose, CA",CA,California,1147436,37.33944,-121.89389,13
790,"Saint Louis, MO",MO,Missouri,1131270,38.636864,-90.28388,13
779,"Orlando, FL",FL,Florida,1154247,28.53806,-81.37944,13
760,"Minneapolis, MN",MN,Minnesota,1142551,44.98,-93.26361,13
759,"Las Vegas, NV",NV,Nevada,1149603,36.175,-115.13639,13
752,"Portland, OR",OR,Oregon,1151614,45.52361,-122.675,13
735,"Columbus, OH",OH,Ohio,1145845,39.96111,-82.99889,13
691,"Nashville, TN",TN,Tennessee,1144541,36.16583,-86.78444,13
689,"Cincinnati, OH",OH,Ohio,1145705,39.16194,-84.45694,13
632,"Miami, FL",FL,Florida,1154170,25.77389,-80.19389,13
623,"Jacksonville, FL",FL,Florida,1154093,30.33194,-81.65583,13
590,"Baltimore, MD",MD,Maryland,1153527,39.29028,-76.6125,13
586,"Raleigh, NC",NC,North Carolina,1138960,35.77194,-78.63889,13
575,"Arlington, VA",VA,Virginia,1130337,38.89028,-77.08444,13
569,"Memphis, TN",TN,Tennessee,1144463,35.14944,-90.04889,13
559,"Milwaukee, WI",WI,Wisconsin,1133579,43.03889,-87.90639,13
527,"Salt Lake City, UT",UT,Utah,1128289,40.76083,-111.89028,13
526,"Irvine, CA",CA,California,1146798,33.66944,-117.82222,13
526,"Louisville, KY",KY,Kentucky,1137724,38.25417,-85.75944,13
510,"Sacramento, CA",CA,California,1147229,38.58167,-121.49333,13
507,"Fort Worth, TX",TX,Texas,1139993,32.72528,-97.32056,13
499,"Kansas City, MO",MO,Missouri,1131040,39.09972,-94.57833,13
458,"Detroit, MI",MI,Michigan,1134644,42.33139,-83.04583,13
453,"Cleveland, OH",OH,Ohio,1145778,41.49944,-81.69556,13
442,"Tucson, AZ",AZ,Arizona,1133996,32.22167,-110.92583,13
432,"Irving, TX",TX,Texas,1140006,32.81389,-96.94861,13
422,"Oklahoma City, OK",OK,Oklahoma,1136950,35.4675,-97.51611,13
413,"Richmond, VA",VA,Virginia,1130198,37.55361,-77.46056,13
407,"Plano, TX",TX,Texas,1140045,33.01972,-96.69861,13
394,"McLean, VA",VA,Virginia,1158535,38.93417,-77.17778,13
378,"Omaha, NE",NE,Nebraska,1136440,41.25861,-95.9375,13
358,"Birmingham, AL",AL,Alabama,1127429,33.52056,-86.8025,13
351,"Bellevue, WA",WA,Washington,1150442,47.61056,-122.19944,13
351,"Madison, WI",WI,Wisconsin,1133470,43.07306,-89.40111,13
349,"Albuquerque, NM",NM,New Mexico,1137959,35.08444,-106.65056,13
344,"Albany, NY",NY,New York,1131650,42.6525,-73.75667,13
338,"Fort Lauderdale, FL",FL,Florida,1154160,26.12194,-80.14361,13
336,"Scottsdale, AZ",AZ,Arizona,1133911,33.50917,-111.89833,13
335,"Greensboro, NC",NC,North Carolina,1138755,36.0725,-79.79222,13
312,"Grand Rapids, MI",MI,Michigan,1134796,42.96333,-85.66806,13
306,"Santa Clara, CA",CA,California,1147439,37.35417,-121.95417,13
306,"Colorado Springs, CO",CO,Colorado,1148136,38.83389,-104.82083,13
305,"Tulsa, OK",OK,Oklahoma,1137055,36.15389,-95.9925,13
297,"Englewood, CO",CO,Colorado,1148176,39.64778,-104.98722,13
293,"Rochester, NY",NY,New York,1132765,43.15472,-77.61583,13
291,"Alexandria, VA",VA,Virginia,1130334,38.79755,-77.08908,13
286,"Columbia, SC",SC,South Carolina,1155132,34.00056,-81.035,13
286,"Cambridge, MA",MA,Massachusetts,1154545,42.375,-71.10611,13
285,"Lincoln, NE",NE,Nebraska,1136371,40.8,-96.66667,13
281,"El Paso, TX",TX,Texas,1140105,31.75861,-106.48639,13
280,"Boise, ID",ID,Idaho,1127927,43.61361,-116.2025,13
280,"Fort Wayne, IN",IN,Indiana,1144939,41.13056,-85.12889,13
279,"Charleston, SC",SC,South Carolina,1155074,32.77639,-79.93111,13
279,"Saint Paul, MN",MN,Minnesota,1142575,44.94444,-93.09306,13
278,"Alpharetta, GA",GA,Georgia,1155582,34.07528,-84.29417,13
278,"Brooklyn, NY",NY,New York,1132200,40.65,-73.95,13
276,"Oakland, CA",CA,California,1147380,37.80444,-122.26972,13
271,"Knoxville, TN",TN,Tennessee,1144394,35.96056,-83.92083,13
270,"Stamford, CT",CT,Connecticut,1148355,41.05333,-73.53917,13
265,"Hartford, CT",CT,Connecticut,1148399,41.76361,-72.68556,13
263,"Overland Park, KS",KS,Kansas,1151049,38.98222,-94.67056,13
259,"New Orleans, LA",LA,Louisiana,1150035,29.95444,-90.075,13
255,"Ann Arbor, MI",MI,Michigan,1134560,42.27083,-83.72639,13
254,"Palo Alto, CA",CA,California,1147434,37.44194,-122.14194,13
250,"Baton Rouge, LA",LA,Louisiana,1149789,30.45056,-91.15444,13
243,"Virginia Beach, VA",VA,Virginia,1130324,36.85278,-75.97833,13
240,"Tempe, AZ",AZ,Arizona,1133917,33.41472,-111.90861,13
239,"Marietta, GA",GA,Georgia,1155654,33.9525,-84.55,13
238,"Durham, NC",NC,North Carolina,1138697,35.99389,-78.89889,13
232,"Chattanooga, TN",TN,Tennessee,1144251,35.04556,-85.30972,13
232,"Springfield, MO",MO,Missouri,1131348,37.21528,-93.29806,13
231,"King of Prussia, PA",PA,Pennsylvania,1152620,40.08917,-75.39639,13
230,"Honolulu, HI",HI,Hawaii,1140656,21.30694,-157.85834,13
228,"Fairfax, VA",VA,Virginia,1130359,38.84611,-77.30667,13
227,"Buffalo, NY",NY,New York,1131850,42.88639,-78.87861,13
226,"Harrisburg, PA",PA,Pennsylvania,1152185,40.27361,-76.88472,13
223,"Wilmington, NC",NC,North Carolina,1139117,34.22556,-77.945,13
223,"Aurora, CO",CO,Colorado,1148156,39.72944,-104.83139,13
222,"Winston-Salem, NC",NC,North Carolina,1139151,36.09766,-80.24728,13
220,"Richardson, TX",TX,Texas,1140053,32.94806,-96.72944,13
220,"Des Moines, IA",IA,Iowa,1149246,41.60056,-93.60889,13
219,"Redwood City, CA",CA,California,1147394,37.48528,-122.23528,13
216,"Schaumburg, IL",IL,Illinois,1128969,42.03333,-88.08333,13
215,"Newark, NJ",NJ,New Jersey,1126906,40.73556,-74.17278,13
213,"Anaheim, CA",CA,California,1146743,33.83528,-117.91361,13
211,"Dayton, OH",OH,Ohio,1145937,39.75889,-84.19167,13
211,"Reno, NV",NV,Nevada,1149627,39.52972,-119.81278,13
210,"Jersey City, NJ",NJ,New Jersey,1126819,40.72806,-74.07806,13
210,"Wilmington, DE",DE,Delaware,1156375,39.74583,-75.54694,13
208,"Mesa, AZ",AZ,Arizona,1133897,33.42222,-111.82194,13
