numJobs,name,stateAbbreviation,stateName,id,latitude,longitude,category_id
1427,"Houston, TX",TX,Texas,1140171,29.76306,-95.36306,16
978,"New York, NY",NY,New York,1132348,40.71417,-74.00639,16
811,"Dallas, TX",TX,Texas,1139977,32.78333,-96.8,16
805,"Indianapolis, IN",IN,Indiana,1145013,39.76833,-86.15806,16
798,"Phoenix, AZ",AZ,Arizona,1133904,33.44833,-112.07333,16
784,"Chicago, IL",IL,Illinois,1128808,41.85,-87.65,16
769,"Atlanta, GA",GA,Georgia,1155583,33.74889,-84.38806,16
738,"Denver, CO",CO,Colorado,1148170,39.73917,-104.98417,16
696,"Charlotte, NC",NC,North Carolina,1138644,35.22694,-80.84333,16
687,"Los Angeles, CA",CA,California,1146821,34.05222,-118.24278,16
680,"San Diego, CA",CA,California,1147311,32.71528,-117.15639,16
653,"San Antonio, TX",TX,Texas,1140494,29.42389,-98.49333,16
650,"Orlando, FL",FL,Florida,1154247,28.53806,-81.37944,16
615,"Fort Worth, TX",TX,Texas,1139993,32.72528,-97.32056,16
592,"Austin, TX",TX,Texas,1139761,30.26694,-97.74278,16
589,"Cincinnati, OH",OH,Ohio,1145705,39.16194,-84.45694,16
570,"Columbus, OH",OH,Ohio,1145845,39.96111,-82.99889,16
528,"Tampa, FL",FL,Florida,1154429,27.94722,-82.45861,16
518,"Louisville, KY",KY,Kentucky,1137724,38.25417,-85.75944,16
510,"Salt Lake City, UT",UT,Utah,1128289,40.76083,-111.89028,16
504,"Jacksonville, FL",FL,Florida,1154093,30.33194,-81.65583,16
495,"Nashville, TN",TN,Tennessee,1144541,36.16583,-86.78444,16
494,"Portland, OR",OR,Oregon,1151614,45.52361,-122.675,16
470,"Omaha, NE",NE,Nebraska,1136440,41.25861,-95.9375,16
470,"Kansas City, MO",MO,Missouri,1131040,39.09972,-94.57833,16
445,"Baltimore, MD",MD,Maryland,1153527,39.29028,-76.6125,16
433,"Las Vegas, NV",NV,Nevada,1149603,36.175,-115.13639,16
430,"Minneapolis, MN",MN,Minnesota,1142551,44.98,-93.26361,16
429,"Seattle, WA",WA,Washington,1150505,47.60639,-122.33083,16
424,"Saint Louis, MO",MO,Missouri,1131270,38.636864,-90.28388,16
408,"Philadelphia, PA",PA,Pennsylvania,1152672,39.95222,-75.16417,16
403,"Albuquerque, NM",NM,New Mexico,1137959,35.08444,-106.65056,16
398,"Memphis, TN",TN,Tennessee,1144463,35.14944,-90.04889,16
396,"Washington, DC",DC,District of Columbia,1138213,38.895,-77.03667,16
390,"Tulsa, OK",OK,Oklahoma,1137055,36.15389,-95.9925,16
387,"Richmond, VA",VA,Virginia,1130198,37.55361,-77.46056,16
378,"San Jose, CA",CA,California,1147436,37.33944,-121.89389,16
367,"Sacramento, CA",CA,California,1147229,38.58167,-121.49333,16
360,"Miami, FL",FL,Florida,1154170,25.77389,-80.19389,16
359,"Raleigh, NC",NC,North Carolina,1138960,35.77194,-78.63889,16
349,"Oklahoma City, OK",OK,Oklahoma,1136950,35.4675,-97.51611,16
344,"Sinking Spring, PA",PA,Pennsylvania,1165572,40.32722,-76.01139,16
343,"Pittsburgh, PA",PA,Pennsylvania,1152990,40.44056,-79.99611,16
342,"San Francisco, CA",CA,California,1147401,37.775,-122.41833,16
333,"Cleveland, OH",OH,Ohio,1145778,41.49944,-81.69556,16
332,"Milwaukee, WI",WI,Wisconsin,1133579,43.03889,-87.90639,16
322,"Irvine, CA",CA,California,1146798,33.66944,-117.82222,16
317,"Boston, MA",MA,Massachusetts,1154532,42.35833,-71.06028,16
304,"Grand Rapids, MI",MI,Michigan,1134796,42.96333,-85.66806,16
294,"Greensboro, NC",NC,North Carolina,1138755,36.0725,-79.79222,16
288,"Rochester, NY",NY,New York,1132765,43.15472,-77.61583,16
273,"Greenville, SC",SC,South Carolina,1155193,34.8525,-82.39417,16
271,"Wichita, KS",KS,Kansas,1151230,37.69222,-97.33722,16
265,"Lincoln, NE",NE,Nebraska,1136371,40.8,-96.66667,16
249,"Knoxville, TN",TN,Tennessee,1144394,35.96056,-83.92083,16
249,"Tucson, AZ",AZ,Arizona,1133996,32.22167,-110.92583,16
249,"San Bernardino, CA",CA,California,1147140,34.10833,-117.28889,16
245,"Detroit, MI",MI,Michigan,1134644,42.33139,-83.04583,16
237,"Birmingham, AL",AL,Alabama,1127429,33.52056,-86.8025,16
226,"Madison, WI",WI,Wisconsin,1133470,43.07306,-89.40111,16
219,"Kent, WA",WA,Washington,1150471,47.38111,-122.23361,16
212,"La Porte, TX",TX,Texas,1140183,29.66556,-95.01917,16
211,"Allentown, PA",PA,Pennsylvania,1151916,40.60833,-75.49056,16
211,"Baton Rouge, LA",LA,Louisiana,1149789,30.45056,-91.15444,16
211,"Aurora, CO",CO,Colorado,1148156,39.72944,-104.83139,16
209,"York, PA",PA,Pennsylvania,1153468,39.9625,-76.72806,16
209,"Reno, NV",NV,Nevada,1149627,39.52972,-119.81278,16
209,"Des Moines, IA",IA,Iowa,1149246,41.60056,-93.60889,16
206,"Toledo, OH",OH,Ohio,1146248,41.66389,-83.55528,16
205,"Colorado Springs, CO",CO,Colorado,1148136,38.83389,-104.82083,16
201,"Chattanooga, TN",TN,Tennessee,1144251,35.04556,-85.30972,16
201,"Fort Myers, FL",FL,Florida,1154016,26.64028,-81.8725,16
200,"El Paso, TX",TX,Texas,1140105,31.75861,-106.48639,16
199,"Dayton, OH",OH,Ohio,1145937,39.75889,-84.19167,16
198,"Columbia, SC",SC,South Carolina,1155132,34.00056,-81.035,16
196,"Fort Lauderdale, FL",FL,Florida,1154160,26.12194,-80.14361,16
188,"Saint Paul, MN",MN,Minnesota,1142575,44.94444,-93.09306,16
186,"Tempe, AZ",AZ,Arizona,1133917,33.41472,-111.90861,16
183,"Roanoke, VA",VA,Virginia,1130242,37.27083,-79.94167,16
183,"New Orleans, LA",LA,Louisiana,1150035,29.95444,-90.075,16
181,"Charleston, SC",SC,South Carolina,1155074,32.77639,-79.93111,16
179,"Spartanburg, SC",SC,South Carolina,1155311,34.94944,-81.93222,16
178,"Virginia Beach, VA",VA,Virginia,1130324,36.85278,-75.97833,16
177,"Akron, OH",OH,Ohio,1145529,41.08139,-81.51917,16
175,"Mobile, AL",AL,Alabama,1127676,30.69417,-88.04306,16
175,"Newport News, VA",VA,Virginia,1130305,36.97861,-76.42833,16
174,"Hillsboro, OR",OR,Oregon,1151603,45.52306,-122.98861,16
173,"Springfield, MO",MO,Missouri,1131348,37.21528,-93.29806,16
171,"Lexington-Fayette, KY",KY,Kentucky,3749474,38.04972,-84.45861,16
168,"Lansing, MI",MI,Michigan,1134930,42.7325,-84.55556,16
168,"Torrance, CA",CA,California,1146894,33.83583,-118.33972,16
166,"Fort Wayne, IN",IN,Indiana,1144939,41.13056,-85.12889,16
159,"Augusta, GA",GA,Georgia,1155718,33.47083,-81.975,16
158,"Arlington, TX",TX,Texas,1139951,32.73556,-97.10778,16
156,"Fresno, CA",CA,California,1146705,36.74778,-119.77139,16
155,"Amarillo, TX",TX,Texas,1139740,35.22194,-101.83083,16
155,"Winston-Salem, NC",NC,North Carolina,1139151,36.09766,-80.24728,16
155,"Savannah, GA",GA,Georgia,1155906,32.08333,-81.1,16
155,"Kansas City, KS",KS,Kansas,4990210,39.11417,-94.62722,16
153,"Irving, TX",TX,Texas,1140006,32.81389,-96.94861,16
151,"Norfolk, VA",VA,Virginia,1130306,36.84667,-76.28556,16
151,"Scottsdale, AZ",AZ,Arizona,1133911,33.50917,-111.89833,16
150,"Lenexa, KS",KS,Kansas,1151040,38.95361,-94.73333,16
147,"Corpus Christi, TX",TX,Texas,1139919,27.80028,-97.39611,16
146,"Orem, UT",UT,Utah,1128244,40.29694,-111.69389,16
146,"Sioux Falls, SD",SD,South Dakota,1141041,43.55,-96.7,16
